"","age_band","country","Symptoms","Count","Percent"
"521","10-19","United Kingdom","nausea_vomiting",1,9.09090909090909
"522","10-19","United Kingdom","sore_throat",1,9.09090909090909
"523","10-19","United Kingdom","sputum",2,18.1818181818182
"524","10-19","United Kingdom","temperature",1,9.09090909090909
"525","20-29","United Kingdom","chills",5,7.2463768115942
"526","20-29","United Kingdom","cough",7,10.1449275362319
"527","20-29","United Kingdom","diarrhoea",4,5.79710144927536
"528","20-29","United Kingdom","fatigue",10,14.4927536231884
"529","20-29","United Kingdom","headache",10,14.4927536231884
"530","20-29","United Kingdom","muscle_ache",6,8.69565217391304
"531","20-29","United Kingdom","nasal_congestion",5,7.2463768115942
"532","20-29","United Kingdom","nausea_vomiting",1,1.44927536231884
"533","20-29","United Kingdom","shortness_breath",8,11.5942028985507
"534","20-29","United Kingdom","sore_throat",5,7.2463768115942
"535","20-29","United Kingdom","sputum",3,4.34782608695652
"536","20-29","United Kingdom","temperature",5,7.2463768115942
"537","30-39","United Kingdom","chills",30,6.97674418604651
"538","30-39","United Kingdom","cough",45,10.4651162790698
"539","30-39","United Kingdom","diarrhoea",24,5.58139534883721
"540","30-39","United Kingdom","fatigue",66,15.3488372093023
"541","30-39","United Kingdom","headache",55,12.7906976744186
"542","30-39","United Kingdom","itchy_eyes",1,0.232558139534884
"543","30-39","United Kingdom","joint_pain",2,0.465116279069767
"544","30-39","United Kingdom","muscle_ache",53,12.3255813953488
"545","30-39","United Kingdom","nasal_congestion",27,6.27906976744186
"546","30-39","United Kingdom","nausea_vomiting",10,2.32558139534884
"547","30-39","United Kingdom","shortness_breath",40,9.30232558139535
"548","30-39","United Kingdom","sore_throat",30,6.97674418604651
"549","30-39","United Kingdom","sputum",30,6.97674418604651
"550","30-39","United Kingdom","temperature",17,3.95348837209302
"551","40-49","United Kingdom","chest_pain",1,0.134952766531714
"552","40-49","United Kingdom","chills",41,5.53306342780027
"553","40-49","United Kingdom","cough",88,11.8758434547908
"554","40-49","United Kingdom","diarrhoea",27,3.64372469635628
"555","40-49","United Kingdom","fatigue",111,14.9797570850202
"556","40-49","United Kingdom","headache",90,12.1457489878543
"557","40-49","United Kingdom","itchy_eyes",2,0.269905533063428
"558","40-49","United Kingdom","joint_pain",2,0.269905533063428
"559","40-49","United Kingdom","muscle_ache",82,11.0661268556005
"560","40-49","United Kingdom","nasal_congestion",49,6.61268556005398
"561","40-49","United Kingdom","nausea_vomiting",11,1.48448043184885
"562","40-49","United Kingdom","shortness_breath",75,10.1214574898785
"563","40-49","United Kingdom","sore_throat",76,10.2564102564103
"564","40-49","United Kingdom","sputum",58,7.82726045883941
"565","40-49","United Kingdom","temperature",28,3.77867746288799
"566","50-59","United Kingdom","chest_pain",1,0.108932461873638
"567","50-59","United Kingdom","chills",75,8.16993464052288
"568","50-59","United Kingdom","cough",105,11.437908496732
"569","50-59","United Kingdom","diarrhoea",41,4.46623093681917
"570","50-59","United Kingdom","fatigue",133,14.4880174291939
"571","50-59","United Kingdom","headache",103,11.2200435729847
"572","50-59","United Kingdom","itchy_eyes",2,0.217864923747277
"573","50-59","United Kingdom","joint_pain",2,0.217864923747277
"574","50-59","United Kingdom","loss_appetite",2,0.217864923747277
"575","50-59","United Kingdom","muscle_ache",121,13.1808278867102
"576","50-59","United Kingdom","nasal_congestion",75,8.16993464052288
"577","50-59","United Kingdom","nausea_vomiting",15,1.63398692810458
"578","50-59","United Kingdom","shortness_breath",92,10.0217864923747
"579","50-59","United Kingdom","sore_throat",57,6.20915032679739
"580","50-59","United Kingdom","sputum",57,6.20915032679739
"581","50-59","United Kingdom","temperature",37,4.03050108932462
"582","60+","United Kingdom","chest_pain",1,0.515463917525773
"583","60+","United Kingdom","chills",16,8.24742268041237
"584","60+","United Kingdom","cough",23,11.8556701030928
"585","60+","United Kingdom","diarrhoea",9,4.63917525773196
"586","60+","United Kingdom","fatigue",31,15.979381443299
"587","60+","United Kingdom","headache",21,10.8247422680412
"588","60+","United Kingdom","itchy_eyes",1,0.515463917525773
"589","60+","United Kingdom","joint_pain",1,0.515463917525773
"590","60+","United Kingdom","muscle_ache",20,10.3092783505155
"591","60+","United Kingdom","nasal_congestion",18,9.27835051546392
"592","60+","United Kingdom","nausea_vomiting",2,1.03092783505155
"593","60+","United Kingdom","shortness_breath",17,8.76288659793814
"594","60+","United Kingdom","sore_throat",12,6.18556701030928
"595","60+","United Kingdom","sputum",14,7.21649484536082
"596","60+","United Kingdom","temperature",8,4.12371134020619
